NAME,INDEX,KEYWORD,S,L,X_BMAD,Z,PX,PZ,BETX_BMAD,BETY_BMAD,DX_BMAD,BETX_MADX,BETY_MADX,DX_MADX,X_MADX
BG1.10,136,Sbend,719.239198172572,23.505100817002,2.101061973708296e-09,-6.212630410118436e-11,5.5427213470417094e-11,-4.990883577986187e-05,80.22353293237424,22.61004423004058,0.16602415712846114,80.12759717719571,22.88954290311302,0.1660405905183388,-1.2793696848637344e-11
FG.2,138,Marker,719.239198172572,0.0,2.10106212059491e-09,-6.212630410358278e-11,5.5427213470417094e-11,-4.990883577986187e-05,80.22354422901539,22.61004008519117,0.16602416873760847,80.12759717719571,22.88954290311302,0.1660405905183388,-1.2793696848637344e-11
SF2.1,140,Sextupole,720.9391981725718,1.4,2.195293085771724e-09,-6.212784274399447e-11,5.542721246177183e-11,-4.990883577986187e-05,87.67027686362974,20.15702546684511,0.17347168978658625,87.56303762062133,20.471011019830545,0.17348870606941186,-1.3374433277821486e-11
SF2.2,142,Sextupole,722.4391981725717,1.4,2.2784380533977627e-09,-6.212920036788714e-11,5.5427211373874866e-11,-4.990883577986187e-05,94.57258941545841,18.33474005771497,0.18004303162823587,94.45496498116668,18.671249369265407,0.18006057273371237,-1.388684777422169e-11
QFG2.6,144,Quadrupole,725.6391981725716,2.9,2.2903839514585387e-09,-6.213209662931945e-11,-5.861831721431728e-11,-4.9908835779861976e-05,95.99355488877401,17.93756205114285,0.1809894795004927,95.87072399508924,18.350787956330635,0.181006928550986,-1.3971386244699268e-11
BG1.11,146,Sbend,749.4442989895737,23.505100817002,1.2412542417516992e-09,-6.606981628465292e-11,-2.91492096865638e-11,-5.550884065159263e-05,22.174378371531333,81.77822004570194,0.09807391074709318,22.15252088591175,82.94254397805788,0.09808256732063196,-7.539629545728086e-12
QDG1.6,148,Quadrupole,754.7442989895735,1.8,1.1364450880789944e-09,-6.607515150141267e-11,2.6036569353231814e-11,-5.5508840651592674e-05,17.914310878785365,97.9353419760648,0.08978160096584363,17.908757558656777,99.09665554136384,0.0897889900670501,-6.8628322025296276e-12
BG1.12,150,Sbend,778.5493998065756,23.505100817002,2.1026298861748227e-09,-6.970068966438703e-11,5.5504118967393285e-11,-6.110872007869074e-05,80.01563816450191,23.18092754818484,0.16603600542634137,80.12490939899962,22.892410337541634,0.16604774696942165,-1.2406766666782918e-11
QFG2.7,152,Quadrupole,784.9493998065755,2.9,2.2923132312424783e-09,-6.970778219309217e-11,-5.863385955511664e-11,-6.110872007869085e-05,95.72863018996559,18.765511642724935,0.1810019031328675,95.86722971238409,18.345133927793405,0.1810143480059785,-1.3472161172615645e-11
BG1.13,154,Sbend,808.7545006235775,23.505100817002,1.2427856729835263e-09,-7.364775456153438e-11,-2.916641384498065e-11,-6.670847406607399e-05,22.125728668033734,84.08707439820756,0.09807700060490851,22.15193100763115,82.88954103299835,0.0980844021335441,-7.0666879258640496e-12
QDG1.7,156,Quadrupole,814.0545006235775,1.8,1.1379482538357749e-09,-7.365416633531755e-11,2.609084822612603e-11,-6.670847406607405e-05,17.899574334400445,100.23669329466692,0.08978267841943291,17.90870481952454,99.03551560173155,0.0897896924953822,-6.374990443783907e-12
