EL. NUMBER,S,BETX_PYAT,BETY_PYAT,DX_PYAT,DY_PYAT
177,956.4800047085904,80.13119636221973,22.906535038326748,0.16601876821812522,0.004380600227608698
178,959.9800047085904,95.87584438804335,18.365716526415557,0.18135086901478778,0.004380600227608698
179,962.8800047085904,95.87658296045872,18.368672798456398,0.18098272322108466,-0.004631470820914678
180,963.1800047085903,94.46093073164506,18.69174527582273,0.17959328197481209,-0.004631470820914678
181,986.6851055255926,22.15419586031602,82.9589036546272,0.09806918535872167,-0.0023052413835585005
182,986.9851055255925,21.72412270786406,84.27633871336916,0.09737761294365602,-0.0023052413835585005
183,988.3851055255925,19.88134453751965,90.59006057336718,0.09415027500668058,-0.002305241383560935
184,988.4851055255925,19.760068147690298,91.05148345323282,0.093919750868325,-0.002305241383560935
185,989.8851055255925,18.207107402813616,97.657602229469,0.09069241293134604,-0.0023052413835633937
186,990.1851055255925,17.909522216289734,99.10870444991981,0.09000084051627881,-0.0023052413835633937
187,991.9851055255924,17.166316320471235,103.34576982841074,0.08788611447704187,-5.3404688537971246e-05
188,992.2851055255924,17.21145570993229,103.2800365156909,0.08787009307048389,-5.3404688537971246e-05
189,1018.9807285967629,63.39472627496583,104.4900256326656,0.05238100913715482,-0.0026053880715120764
190,1019.2807285967627,64.38758105770182,104.58295417017004,0.05159939271570483,-0.0026053880715120764
191,1022.1807285967627,69.29553931073814,113.72036376320705,0.04220216878033028,-0.003834614504672822
192,1022.4807285967627,69.28846311927083,115.57267601098016,0.04105178442892765,-0.003834614504672822
193,1043.0544409230604,75.00165560502833,282.04979737708663,-0.05014417285989833,-0.0050306738760174125
194,1043.3544409230603,75.17534799909068,285.0525288489621,-0.05165337502270436,-0.0050306738760174125
195,1045.1544409230603,83.42293723815133,277.0519955158553,-0.06322621746493226,-0.007925849457707563
196,1045.4544409230605,86.10265278577354,271.4845000774201,-0.06560397230224027,-0.007925849457707563
197,1057.9288119025562,236.91080194549406,90.58995548190929,-0.16447396255186886,-0.007925850064838182
198,1058.2288119025561,241.48474990079106,87.45667338729318,-0.16685171757131426,-0.007925850064838182
199,1061.1288119025562,252.51835949629626,69.91082927372166,-0.1780731361558668,0.0002750616803937026
200,1061.4288119025564,250.10643573858619,69.22485096368224,-0.1779906176517526,0.0002750616803937026
201,1087.962704035626,85.3962045989351,32.16567742965754,-0.17111247912385463,0.00024338005391180202
202,1088.2627040356256,84.0836035807652,32.0136518762266,-0.17103946510768514,0.00024338005391180202
203,1090.0627040356255,82.92215781712592,28.78927099484022,-0.1774484418319588,-0.0074116410011659745
204,1090.3627040356257,83.83482345949604,27.902304035548646,-0.1796719341323097,-0.0074116410011659745
205,1105.1344719473184,137.62210784290215,9.249361068850256,-0.29822536387604665,-0.00863970986653755
206,1105.4344719473183,138.89417419091976,9.378682372798938,-0.3008172768360074,-0.00863970986653755
207,1108.3344719473184,126.8812932886968,13.661753338548046,-0.2988079672275122,0.010004863249866318
208,1108.6344719473184,123.29560809975808,14.47859636777599,-0.2958065082525578,0.010004863249866318
209,1139.1365784722318,34.498302290996726,288.1278620622013,-0.014851201952160288,0.008417159311170447
210,1139.4365784722318,36.33727736296612,292.6939114991879,-0.012326054158814695,0.008417159311170447
211,1141.2365784722317,53.68503992004905,286.7001315054932,0.0024054373992432767,0.00810623137238678
212,1141.5365784722314,57.90143190387112,280.2315548315402,0.004837306810948019,0.00810623137238678
213,1155.688604527375,441.5638485477598,59.67226118044648,0.11526142561174456,0.007499183001493343
214,1155.9886045273752,453.6134964874038,56.789839228835206,0.1175111805121848,0.007499183001493343
215,1158.8886045273753,473.86230204480773,41.74207658080431,0.12643538767053836,-0.001452179032064959
216,1159.1886045273752,465.6605909745866,41.263458940417685,0.12599973396092418,-0.001452179032064959
217,1168.161445261316,253.62522363664954,30.22878145024549,0.11187224871997016,-0.0016967646725180503
218,1168.461445261316,247.64845750985268,29.96952725155463,0.11136321931822009,-0.0016967646725180503
219,1170.2614452613159,223.07577102352474,27.336224201101103,0.1106866025268003,0.0009422800633893387
220,1170.5614452613158,220.71543152792538,26.733451080817282,0.11096928654581885,0.0009422800633893387
221,1212.6817991963537,21.98698562878124,74.90601272746765,0.08335404619364098,-0.0022535329029075603
222,1212.6817991963537,21.98698562878124,74.90601272746765,0.08335404619364098,-0.0022535329029075603
223,1212.9821180597144,21.515976118415242,76.19637606075396,0.08267726775369551,-0.0022535329029075603
224,1214.3821180597145,19.497015715528264,82.38860697286951,0.07952232168966127,-0.0022535329028648132
225,1214.4821180597144,19.363941888034883,82.8420580700644,0.07929696839937533,-0.0022535329028648132
226,1215.8821180597145,17.65683512110391,89.34645787941653,0.07614202233539677,-0.002253532902824664
227,1216.1821180597144,17.328894469699122,90.77816406179916,0.07546596246455009,-0.002253532902824664
228,1219.0821180597145,17.3294406459443,90.77813147484703,0.07458003441205957,0.0016348180413207907
229,1219.3824369230751,17.657856663980304,89.3449043309985,0.0750710011080273,0.0016348180413207907
230,1243.8142284611017,89.24721157136395,17.659591003173464,0.14275060141430185,0.0039054691800862015
231,1244.1145473244624,90.67876440615157,17.330487146059028,0.1439234874793523,0.0039054691800862015
232,1247.0145473244625,90.67795449070275,17.323427193860127,0.14414945261866763,-0.0037516128042982162
233,1247.314866187823,89.24624382942383,17.650983850052782,0.14302277252551637,-0.0037516128042982162
234,1271.7466577258497,17.65290641298488,89.13322162280971,0.07910215518758613,-0.0014809621196085357
235,1272.0469765892103,17.324550314539024,90.56300350357829,0.07865739432715008,-0.0014809621196085357
236,1274.9469765892104,17.324004157008776,90.56303595160448,0.08031516272393466,0.002638715213810182
237,1275.2472954525708,17.65224056409882,89.13326039391596,0.08110761867768174,0.002638715213810182
238,1297.9790869905974,81.3795025947989,19.757693338153356,0.16510256768811998,0.004751368196703552
239,1299.9794058539583,90.66131523096772,17.323623120513496,0.1746068191187854,0.004751368196703552
240,1302.8794058539584,90.66213222517004,17.3306830734191,0.1749185129682908,-0.004539140389418607
241,1303.1797247173188,89.23084650024187,17.659789331198226,0.17355532348590644,-0.004539140389418607
242,1324.4115162553453,21.987008449718648,74.90601231882378,0.09812896036879992,-0.002565897214917498
243,1324.7118351187062,21.515999099085203,76.196375674671,0.0973583730337144,-0.002565897214917498
244,1326.1118351187063,19.49703920905659,82.38860669797094,0.09376611693279775,-0.0025658972149562504
245,1326.2118351187062,19.363965403591312,82.84205780348655,0.09350952721130192,-0.0025658972149562504
246,1327.6118351187063,17.65685874058869,89.34645773463691,0.08991727111032988,-0.0025658972149922112
247,1327.9118351187062,17.328918061798483,90.77816394440778,0.08914750194583035,-0.0025658972149922112
248,1330.8118351187063,17.329466767585533,90.77813163530783,0.08838703592211794,0.0020348025857821923
249,1331.1121539820667,17.657883367379892,89.3449045181878,0.08899812552184419,0.0020348025857821923
250,1352.3439455200933,74.82535395032924,21.99883870821548,0.15314842328075065,0.004008048468806735
251,1352.6442643834541,76.114176950848,21.52687625151835,0.15435211584119943,0.004008048468806735
252,1354.0442643834542,82.29907082578028,19.503653566951655,0.15996338369757215,0.004008048468856202
253,1354.1442643834541,82.75198799046548,19.370286638187416,0.16036418854445825,0.004008048468856202
254,1355.5442643834542,89.24877472673023,17.659235317351985,0.16597545640090783,0.004008048468909719
255,1355.8442643834542,90.67881601766287,17.330487985626103,0.16717787094158407,0.004008048468909719
256,1358.7442643834543,90.67801063193592,17.323428032017556,0.16594643545337134,-0.004846514976687176
257,1359.044583246815,89.24629954917722,17.650984698333883,0.16449093558431008,-0.004846514976687176
258,1383.4763747848415,17.652922410573538,89.1332217677295,0.07381986425836315,-0.002575865999888811
259,1383.7766936482021,17.32456575706878,90.56300362108284,0.07304628310910513,-0.002575865999888811
260,1386.6766936482022,17.324016062943148,90.5630357912569,0.07101520402343095,0.0011574000063173104
261,1386.9770125115629,17.652252250041435,89.13326020683816,0.07136279307778211,0.0011574000063173104
262,1411.4088040495894,89.22981782019556,17.65118132722405,0.12737823505965376,0.0034280531584155237
263,1411.70912291295,90.66126065419456,17.323622280953188,0.12840774408772948,0.0034280531584155237
264,1414.6091229129502,90.66206605139784,17.330682235262426,0.128449949104375,-0.0033993163766151222
265,1414.9094417763108,89.23078016342923,17.659788482917545,0.12742907027394407,-0.0033993163766151222
266,1439.3412333143374,17.65717488525335,89.34494297830258,0.07211571861994436,-0.0011286633093276638
267,1439.641552177698,17.328879112836127,90.77816382683102,0.07177675973776776,-0.0011286633093276638
268,1442.5415521776981,17.32942878835121,90.77813179558306,0.0739520005940295,0.002647809069947155
269,1442.8418710410585,17.65784502309612,89.34490470519331,0.07474718760430821,0.002647809069947155
270,1464.073662579085,74.82534649943304,21.998839641335294,0.15191273054476215,0.004621056373050179
271,1464.373981442446,76.11417073896001,21.52687717901507,0.15330052094224,0.004621056373050179
272,1465.773981442446,82.29907068503314,19.503654462280263,0.15976999986446158,0.004621056372997336
273,1465.873981442446,82.75198830197546,19.37028753084305,0.1602321055017602,0.004621056372997336
274,1467.273981442446,89.24878163029803,17.659236167332708,0.16670158442390962,0.0046210563729403385
275,1467.573981442446,90.67882439706862,17.330488825186347,0.16808790133579052,0.0046210563729403385
276,1470.473981442446,90.67803175010191,17.323428870179708,0.1685210522126761,-0.004326130242787992
277,1470.7743003058065,89.24632167232458,17.650985546620706,0.16722183369541635,-0.004326130242787992
278,1492.006091843833,21.983677577883014,74.72951011689223,0.09631806700298148,-0.0023528863214708983
279,1492.306410707194,21.512560566374148,76.01667894211727,0.09561145085730362,-0.0023528863214708983
280,1493.706410707194,19.493157082906073,82.19371521498779,0.09231741000726038,-0.0023528863214723338
281,1493.806410707194,19.36005526527957,82.64606190267217,0.09208212137511458,-0.0023528863214723338
282,1495.206410707194,17.65260785520188,89.1347328849746,0.08878808052507019,-0.0023528863214732102
283,1495.506410707194,17.324606647668396,90.5630037387561,0.08808221462863214,-0.0023528863214732102
284,1498.406410707194,17.324058974393147,90.56303563107883,0.08787316561145528,0.00220689056778708
285,1498.7067295705544,17.65229589626633,89.13326001992932,0.08853593647833806,0.00220689056778708
286,1521.438521108581,81.37950246652241,19.757691537095017,0.1627147283788822,0.00431954305582972
287,1523.438839971942,90.66130129996924,17.323621441398945,0.1713551918345867,0.00431954305582972
288,1526.338839971942,90.66209988337283,17.3306813971,0.17069045482962086,-0.004772152811260932
289,1526.6391588353026,89.23081273512612,17.659787634629556,0.16925728732155726,-0.004772152811260932
290,1551.0709503733292,17.65715554898721,89.34494283312493,0.08040300307083946,-0.002501505032031422
291,1551.3712692366898,17.328859760731028,90.7781637090644,0.07965175392292663,-0.002501505032031422
292,1554.27126923669,17.32940699089972,90.7781319556677,0.07835093540683365,0.0015930387680146171
293,1554.5715881000506,17.657822705582017,89.34490489201019,0.07882935499893423,0.0015930387680146171
294,1579.0033796380771,89.24722058616699,17.659593553145232,0.14548820399772355,0.0038636892213435225
295,1579.3036985014378,90.67877478077123,17.330489664736948,0.14664854275305736,0.0038636892213435225
296,1582.2036985014379,90.67797618594275,17.323429708344303,0.1465516289546518,-0.0039296764166708315
297,1582.5040173647983,89.24626637087343,17.65098639491149,0.1453714729998193,-0.0039296764166708315
298,1603.7358089028248,21.983651176518105,74.72951052590989,0.08288516837512981,-0.0019564292599826287
299,1604.0361277661857,21.512534719870455,76.01667932858192,0.08229761576352235,-0.0019564292599826287
300,1605.4361277661858,19.49313387677791,82.1937154903021,0.07955861479953032,-0.0019564292599828985
301,1605.5361277661857,19.36003225113804,82.64606216966811,0.07936297187353106,-0.0019564292599828985
